mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8999,105,2014,SkodaRapid/Spaceback
53286,Skoda,Fabia,Gasoline,Manual,Used,9100,86,2014,SkodaFabia
55000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9300,105,2014,SkodaRapid/Spaceback
166554,Skoda,Superb,Diesel,Manual,Used,10490,170,2015,SkodaSuperb
35450,Skoda,Citigo,Gasoline,Manual,Used,6445,60,2017,SkodaCitigo
86747,Skoda,Fabia,Gasoline,Manual,Used,7900,86,2012,SkodaFabia
147500,Skoda,Superb,Diesel,Manual,Used,7900,140,2012,SkodaSuperb
100000,Skoda,Octavia,Gasoline,Manual,Used,7980,122,2012,SkodaOctavia
35000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8500,105,2013,SkodaRapid/Spaceback
84000,Skoda,Yeti,Diesel,Manual,Used,8888,110,2013,SkodaYeti
68220,Skoda,Citigo,Gasoline,Manual,Used,8900,75,2015,SkodaCitigo
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8990,86,2015,SkodaRapid/Spaceback
53000,Skoda,Fabia,-/- (Fuel),Manual,Used,8990,110,2015,SkodaFabia
285000,Skoda,Octavia,Diesel,Automatic,Used,9000,184,2015,SkodaOctavia
82000,Skoda,Fabia,Gasoline,Manual,Used,8850,110,2016,SkodaFabia
57644,Skoda,Fabia,Gasoline,Manual,Used,8850,90,2016,SkodaFabia
69934,Skoda,Fabia,Diesel,Manual,Used,8890,90,2016,SkodaFabia
78588,Skoda,Fabia,Gasoline,Manual,Used,7990,60,2017,SkodaFabia
45401,Skoda,Citigo,Gasoline,Manual,Used,7990,75,2017,SkodaCitigo
44626,Skoda,Octavia,Gasoline,Manual,Used,19940,179,2018,SkodaOctavia
84800,Skoda,Citigo,Gasoline,Manual,Used,6850,60,2018,SkodaCitigo
322418,Skoda,Octavia,Diesel,Automatic,Used,4900,140,2012,SkodaOctavia
73350,Skoda,Citigo,Gasoline,Manual,Used,5180,60,2013,SkodaCitigo
37200,Skoda,Citigo,Gasoline,Manual,Used,6000,60,2015,SkodaCitigo
118000,Skoda,Fabia,Diesel,Manual,Used,6000,90,2015,SkodaFabia
87370,Skoda,Fabia,Gasoline,Manual,Used,6199,86,2015,SkodaFabia
434000,Skoda,Superb,Diesel,Automatic,Used,4200,170,2011,SkodaSuperb
124600,Skoda,Fabia,Gasoline,Manual,Used,4999,86,2013,SkodaFabia
235000,Skoda,Octavia,Diesel,Manual,Used,5250,105,2013,SkodaOctavia
36000,Skoda,Fabia,Gasoline,Manual,Used,5650,60,2014,SkodaFabia
125000,Skoda,Fabia,Diesel,Manual,Used,5700,75,2014,SkodaFabia
106700,Skoda,Fabia,Diesel,Manual,Used,5710,75,2014,SkodaFabia
90000,Skoda,Fabia,Diesel,Manual,Used,5750,75,2014,SkodaFabia
64000,Skoda,Citigo,Gasoline,Manual,Used,5990,60,2015,SkodaCitigo
118000,Skoda,Fabia,Diesel,Manual,Used,6000,90,2015,SkodaFabia
152612,Skoda,Citigo,Gasoline,Manual,Used,3799,60,2016,SkodaCitigo
127500,Skoda,Superb,Gasoline,Manual,Used,9690,125,2013,SkodaSuperb
101383,Skoda,Yeti,Diesel,Manual,Used,9800,140,2013,SkodaYeti
181888,Skoda,Octavia,Diesel,Automatic,Used,8700,150,2016,SkodaOctavia
46900,Skoda,Citigo,Gasoline,Manual,Used,6490,60,2017,SkodaCitigo
63000,Skoda,Citigo,Gasoline,Manual,Used,6999,60,2018,SkodaCitigo
25219,Skoda,Citigo,Gasoline,Manual,Used,8350,60,2018,SkodaCitigo
10000,Skoda,Fabia,Gasoline,Manual,Demonstration,11900,75,2019,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,12750,60,2020,SkodaFabia
15,Skoda,Fabia,Gasoline,Manual,Used,15985,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Used,16250,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,16350,95,2021,SkodaFabia
40000,Skoda,Citigo,Gasoline,Manual,Used,5990,75,2013,SkodaCitigo
107900,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,6200,86,2014,SkodaRapid/Spaceback
78000,Skoda,Citigo,Gasoline,Manual,Used,6299,75,2016,SkodaCitigo
77082,Skoda,Citigo,Gasoline,Manual,Used,6350,60,2016,SkodaCitigo
74771,Skoda,Superb,Diesel,Automatic,Used,23555,190,2017,SkodaSuperb
33400,Skoda,Fabia,Gasoline,Manual,Used,6990,86,2012,SkodaFabia
114000,Skoda,Octavia,Diesel,Manual,Used,6990,140,2012,SkodaOctavia
103000,Skoda,Octavia,Gasoline,Manual,Used,7990,105,2013,SkodaOctavia
150000,Skoda,Rapid/Spaceback,Gasoline,Automatic,Used,7999,122,2013,SkodaRapid/Spaceback
38211,Skoda,Citigo,Gasoline,Manual,Used,6650,60,2017,SkodaCitigo
51491,Skoda,Citigo,Gasoline,Manual,Used,6666,60,2017,SkodaCitigo
34067,Skoda,Citigo,Gasoline,Manual,Used,6720,60,2017,SkodaCitigo
181468,Skoda,Fabia,Diesel,Manual,Used,6777,90,2017,SkodaFabia
29800,Skoda,Citigo,Gasoline,Manual,Used,7997,60,2018,SkodaCitigo
42000,Skoda,Fabia,Gasoline,Manual,Used,8390,75,2018,SkodaFabia
125900,Skoda,Fabia,Diesel,Manual,Used,8500,105,2018,SkodaFabia
28920,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,7400,105,2014,SkodaRapid/Spaceback
133850,Skoda,Octavia,Diesel,Manual,Used,7599,105,2014,SkodaOctavia
120950,Skoda,Octavia,Diesel,Manual,Used,12390,150,2017,SkodaOctavia
97430,Skoda,Superb,Diesel,Automatic,Used,16999,150,2017,SkodaSuperb
138000,Skoda,Octavia,Diesel,Manual,Used,9500,150,2014,SkodaOctavia
216000,Skoda,Octavia,Diesel,Automatic,Used,10990,184,2015,SkodaOctavia
28925,Skoda,Citigo,Gasoline,Manual,Used,7980,60,2017,SkodaCitigo
88730,Skoda,Octavia,Gasoline,Manual,Used,8479,122,2012,SkodaOctavia
117000,Skoda,Rapid/Spaceback,Diesel,Manual,Used,8950,105,2013,SkodaRapid/Spaceback
87950,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9490,105,2014,SkodaRapid/Spaceback
71222,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9675,105,2014,SkodaRapid/Spaceback
74068,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9698,105,2014,SkodaRapid/Spaceback
86705,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9850,110,2015,SkodaRapid/Spaceback
178965,Skoda,Octavia,Diesel,Manual,Used,9880,150,2015,SkodaOctavia
47078,Skoda,Fabia,Gasoline,Manual,Used,8990,60,2016,SkodaFabia
64000,Skoda,Fabia,Gasoline,Manual,Used,8440,60,2017,SkodaFabia
33120,Skoda,Citigo,Gasoline,Manual,Used,8450,75,2017,SkodaCitigo
23699,Skoda,Citigo,Gasoline,Manual,Used,6990,60,2018,SkodaCitigo
14700,Skoda,Citigo,Gasoline,Manual,Used,7650,60,2018,SkodaCitigo
33976,Skoda,Citigo,CNG,Manual,Used,7890,68,2018,SkodaCitigo
34348,Skoda,Fabia,Gasoline,Manual,Used,9727,60,2019,SkodaFabia
21537,Skoda,Fabia,Gasoline,Manual,Used,14980,110,2019,SkodaFabia
31050,Skoda,Octavia,Gasoline,Manual,Used,17990,150,2019,SkodaOctavia
17364,Skoda,Octavia,Gasoline,Manual,Employee's car,23380,150,2020,SkodaOctavia
12036,Skoda,Octavia,Gasoline,Manual,Employee's car,23780,150,2020,SkodaOctavia
94000,Skoda,Fabia,Gasoline,Manual,Used,4200,60,2011,SkodaFabia
159500,Skoda,Fabia,Gasoline,Manual,Used,4200,105,2011,SkodaFabia
434000,Skoda,Superb,Diesel,Automatic,Used,4200,170,2011,SkodaSuperb
74460,Skoda,Citigo,Gasoline,Manual,Used,4990,75,2012,SkodaCitigo
183000,Skoda,Yeti,Gasoline,Manual,Used,4990,105,2012,SkodaYeti
55100,Skoda,Citigo,Gasoline,Manual,Used,4999,60,2012,SkodaCitigo
60000,Skoda,Fabia,Gasoline,Manual,Used,5990,60,2014,SkodaFabia
39300,Skoda,Citigo,Gasoline,Manual,Used,6499,60,2015,SkodaCitigo
269200,Skoda,Octavia,Diesel,Manual,Used,6500,105,2015,SkodaOctavia
112000,Skoda,Citigo,Gasoline,Manual,Used,5000,60,2016,SkodaCitigo
62220,Skoda,Citigo,Gasoline,Manual,Used,5750,60,2016,SkodaCitigo
129978,Skoda,Fabia,Gasoline,Manual,Used,4200,86,2011,SkodaFabia
99000,Skoda,Fabia,Gasoline,Manual,Used,5490,86,2013,SkodaFabia
90328,Skoda,Fabia,Gasoline,Manual,Used,5490,60,2013,SkodaFabia
132000,Skoda,Fabia,Diesel,Manual,Used,5499,105,2013,SkodaFabia
41637,Skoda,Citigo,Gasoline,Manual,Used,5880,60,2014,SkodaCitigo
153800,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,5950,86,2014,SkodaRapid/Spaceback
47750,Skoda,Citigo,Gasoline,Manual,Used,5599,60,2016,SkodaCitigo
62220,Skoda,Citigo,Gasoline,Manual,Used,5750,60,2016,SkodaCitigo
114721,Skoda,Citigo,Gasoline,Manual,Used,5940,60,2017,SkodaCitigo
65000,Skoda,Octavia,Diesel,Automatic,Used,25550,184,2018,SkodaOctavia
131617,Skoda,Octavia,Gasoline,Manual,Used,8590,200,2011,SkodaOctavia
132000,Skoda,Superb,Diesel,Manual,Used,8999,105,2012,SkodaSuperb
104951,Skoda,Octavia,Diesel,Automatic,Used,9990,105,2013,SkodaOctavia
115162,Skoda,Octavia,Diesel,Manual,Used,8980,110,2016,SkodaOctavia
39164,Skoda,Citigo,CNG,Manual,Used,8450,68,2018,SkodaCitigo
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16688,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16788,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16790,95,2021,SkodaFabia
98000,Skoda,Fabia,Gasoline,Manual,Used,4490,60,2011,SkodaFabia
95000,Skoda,Fabia,Gasoline,Manual,Used,4700,69,2011,SkodaFabia
93000,Skoda,Citigo,Gasoline,Manual,Used,6400,75,2013,SkodaCitigo
62000,Skoda,Citigo,Gasoline,Manual,Used,6480,75,2016,SkodaCitigo
15800,Skoda,Citigo,Gasoline,Manual,Used,6660,60,2016,SkodaCitigo
52000,Skoda,Citigo,Gasoline,Manual,Used,6700,60,2016,SkodaCitigo
185000,Skoda,Octavia,Diesel,Automatic,Used,6690,105,2011,SkodaOctavia
122000,Skoda,Yeti,Diesel,Manual,Used,7400,110,2012,SkodaYeti
191500,Skoda,Superb,Diesel,Automatic,Used,7490,140,2012,SkodaSuperb
49730,Skoda,Fabia,Gasoline,Manual,Used,8490,105,2013,SkodaFabia
72000,Skoda,Yeti,Gasoline,Manual,Used,8500,122,2013,SkodaYeti
92750,Skoda,Octavia,Gasoline,Automatic,Used,8750,105,2014,SkodaOctavia
175500,Skoda,Octavia,Diesel,Manual,Used,9500,150,2015,SkodaOctavia
93000,Skoda,Octavia,Gasoline,Manual,Used,9650,86,2015,SkodaOctavia
71700,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9750,105,2015,SkodaRapid/Spaceback
60702,Skoda,Fabia,Gasoline,Manual,Used,8890,60,2016,SkodaFabia
85000,Skoda,Fabia,Gasoline,Manual,Used,8990,90,2016,SkodaFabia
71300,Skoda,Fabia,Diesel,Manual,Used,8990,90,2016,SkodaFabia
71254,Skoda,Citigo,Gasoline,Manual,Used,6930,60,2017,SkodaCitigo
71966,Skoda,Citigo,Gasoline,Manual,Used,6930,60,2017,SkodaCitigo
157000,Skoda,Rapid/Spaceback,Diesel,Manual,Used,9200,116,2018,SkodaRapid/Spaceback
9682,Skoda,Fabia,Gasoline,Manual,Used,10900,75,2019,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Used,14185,95,2021,SkodaFabia
144120,Skoda,Octavia,Gasoline,Manual,Used,6500,105,2012,SkodaOctavia
108500,Skoda,Octavia,Gasoline,Manual,Used,6620,122,2012,SkodaOctavia
142000,Skoda,Octavia,Gasoline,Manual,Used,6700,105,2012,SkodaOctavia
229800,Skoda,Octavia,Diesel,Manual,Used,7800,140,2013,SkodaOctavia
197025,Skoda,Superb,Diesel,Manual,Used,7990,140,2014,SkodaSuperb
110999,Skoda,Fabia,Gasoline,Manual,Used,6549,75,2016,SkodaFabia
69000,Skoda,Citigo,Gasoline,Manual,Used,6900,60,2016,SkodaCitigo
19800,Skoda,Citigo,Gasoline,Manual,Used,6990,60,2016,SkodaCitigo
100,Skoda,Fabia,Gasoline,Manual,Pre-registered,11990,60,2021,SkodaFabia
96000,Skoda,Yeti,Diesel,Manual,Used,7999,110,2011,SkodaYeti
128000,Skoda,Octavia,Diesel,Automatic,Used,9090,140,2012,SkodaOctavia
133000,Skoda,Octavia,Diesel,Automatic,Used,10000,105,2013,SkodaOctavia
43600,Skoda,Fabia,Gasoline,Manual,Used,8100,60,2017,SkodaFabia
81000,Skoda,Fabia,Diesel,Manual,Used,8290,90,2017,SkodaFabia
65000,Skoda,Fabia,Gasoline,Manual,Used,8460,75,2017,SkodaFabia
84173,Skoda,Citigo,Gasoline,Manual,Used,6490,60,2018,SkodaCitigo
28600,Skoda,Citigo,Gasoline,Manual,Used,6999,60,2018,SkodaCitigo
11300,Skoda,Fabia,Gasoline,Manual,Used,9980,60,2020,SkodaFabia
18163,Skoda,Fabia,Gasoline,Manual,Used,12950,95,2020,SkodaFabia
10300,Skoda,Fabia,Gasoline,Manual,Demonstration,13990,95,2020,SkodaFabia
19650,Skoda,Fabia,Gasoline,Manual,Demonstration,14490,95,2020,SkodaFabia
11901,Skoda,Fabia,Gasoline,Manual,Used,15370,95,2020,SkodaFabia
102481,Skoda,Superb,Diesel,Manual,Used,8900,105,2011,SkodaSuperb
110126,Skoda,Octavia,Diesel,Manual,Used,8900,105,2012,SkodaOctavia
100000,Skoda,Octavia,Gasoline,Manual,Used,8980,122,2012,SkodaOctavia
63200,Skoda,Octavia,Gasoline,Manual,Used,9891,140,2013,SkodaOctavia
56069,Skoda,Yeti,Gasoline,Manual,Used,9990,105,2013,SkodaYeti
92666,Skoda,Yeti,Gasoline,Manual,Used,9988,122,2015,SkodaYeti
50500,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9990,105,2015,SkodaRapid/Spaceback
48537,Skoda,Fabia,Gasoline,Manual,Used,9250,90,2016,SkodaFabia
50744,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9480,90,2016,SkodaRapid/Spaceback
91803,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9490,90,2016,SkodaRapid/Spaceback
83066,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9490,90,2016,SkodaRapid/Spaceback
102825,Skoda,Fabia,Gasoline,Manual,Used,9490,110,2016,SkodaFabia
21550,Skoda,Fabia,Gasoline,Manual,Used,8600,60,2017,SkodaFabia
112200,Skoda,Fabia,Gasoline,Manual,Used,4449,69,2011,SkodaFabia
181000,Skoda,Octavia,Gasoline,Manual,Used,5700,105,2013,SkodaOctavia
103792,Skoda,Fabia,Gasoline,Manual,Used,5990,60,2016,SkodaFabia
123221,Skoda,Fabia,Diesel,Manual,Used,7710,90,2017,SkodaFabia
89440,Skoda,Fabia,Diesel,Manual,Used,9975,90,2017,SkodaFabia
4500,Skoda,Octavia,Gasoline,Manual,Employee's car,22999,150,2020,SkodaOctavia
4500,Skoda,Octavia,Gasoline,Manual,Employee's car,22999,150,2020,SkodaOctavia
150000,Skoda,Fabia,LPG,Manual,Used,4490,60,2011,SkodaFabia
150000,Skoda,Fabia,Gasoline,Manual,Used,4490,60,2011,SkodaFabia
63000,Skoda,Citigo,Gasoline,Manual,Used,4850,60,2012,SkodaCitigo
212761,Skoda,Yeti,Gasoline,Manual,Used,4891,122,2012,SkodaYeti
98000,Skoda,Fabia,Gasoline,Manual,Used,5650,86,2013,SkodaFabia
110000,Skoda,Fabia,Gasoline,Manual,Used,5699,69,2013,SkodaFabia
80000,Skoda,Fabia,Gasoline,Manual,Used,5990,69,2014,SkodaFabia
69500,Skoda,Citigo,Gasoline,Manual,Used,5990,75,2014,SkodaCitigo
285000,Skoda,Octavia,Diesel,Manual,Used,5990,150,2014,SkodaOctavia
67000,Skoda,Citigo,Gasoline,Manual,Used,5990,60,2014,SkodaCitigo
60000,Skoda,Fabia,Gasoline,Manual,Used,5990,60,2014,SkodaFabia
40000,Skoda,Fabia,Gasoline,Manual,Used,5999,69,2014,SkodaFabia
129800,Skoda,Rapid/Spaceback,Diesel,Manual,Used,5999,90,2014,SkodaRapid/Spaceback
130000,Skoda,Citigo,Gasoline,Manual,Used,5999,68,2014,SkodaCitigo
101500,Skoda,Citigo,Gasoline,Manual,Used,6490,60,2015,SkodaCitigo
97498,Skoda,Citigo,Gasoline,Manual,Used,5990,75,2016,SkodaCitigo
86110,Skoda,Citigo,Gasoline,Manual,Used,6480,60,2017,SkodaCitigo
96000,Skoda,Fabia,Gasoline,Manual,Used,7990,90,2017,SkodaFabia
132500,Skoda,Octavia,Gasoline,Manual,Used,10980,140,2013,SkodaOctavia
146000,Skoda,Superb,Diesel,Automatic,Used,10990,140,2014,SkodaSuperb
116100,Skoda,Octavia,Gasoline,Automatic,Used,10300,140,2015,SkodaOctavia
42400,Skoda,Fabia,Gasoline,Manual,Used,8980,60,2016,SkodaFabia
154409,Skoda,Octavia,Diesel,Manual,Used,9380,110,2016,SkodaOctavia
3900,Skoda,Fabia,Gasoline,Manual,Demonstration,13949,60,2020,SkodaFabia
14,Skoda,Fabia,Gasoline,Manual,Used,16980,95,2021,SkodaFabia
58612,Skoda,Fabia,Gasoline,Manual,Used,5390,69,2012,SkodaFabia
246600,Skoda,Octavia,Diesel,Manual,Used,6499,170,2013,SkodaOctavia
125410,Skoda,Octavia,Gasoline,Manual,Used,6700,122,2013,SkodaOctavia
62590,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,6790,75,2014,SkodaRapid/Spaceback
67561,Skoda,Citigo,Gasoline,Manual,Used,6800,60,2016,SkodaCitigo
1500,Skoda,Fabia,Gasoline,Manual,Demonstration,15980,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Used,16500,95,2021,SkodaFabia
1500,Skoda,Fabia,Gasoline,Manual,Demonstration,17980,95,2021,SkodaFabia
135003,Skoda,Octavia,Gasoline,Manual,Used,6800,122,2011,SkodaOctavia
111000,Skoda,Octavia,Gasoline,Manual,Used,7690,122,2012,SkodaOctavia
49429,Skoda,Fabia,Gasoline,Manual,Used,7900,105,2012,SkodaFabia
83079,Skoda,Octavia,Diesel,Manual,Used,8980,105,2013,SkodaOctavia
51717,Skoda,Fabia,Gasoline,Manual,Used,9890,110,2015,SkodaFabia
100000,Skoda,Superb,Gasoline,Manual,Used,9950,125,2015,SkodaSuperb
133000,Skoda,Yeti,Gasoline,Automatic,Used,9990,110,2015,SkodaYeti
175000,Skoda,Octavia,Diesel,Manual,Used,9990,150,2015,SkodaOctavia
65040,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9995,90,2015,SkodaRapid/Spaceback
94777,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9999,90,2015,SkodaRapid/Spaceback
47300,Skoda,Fabia,Gasoline,Manual,Used,10300,90,2015,SkodaFabia
73600,Skoda,Fabia,Gasoline,Manual,Used,9199,90,2016,SkodaFabia
55650,Skoda,Fabia,Gasoline,Manual,Used,9450,75,2016,SkodaFabia
77900,Skoda,Fabia,Gasoline,Manual,Used,9500,90,2016,SkodaFabia
86333,Skoda,Fabia,Gasoline,Manual,Used,9550,90,2016,SkodaFabia
66839,Skoda,Citigo,Gasoline,Manual,Used,7490,60,2017,SkodaCitigo
174000,Skoda,Fabia,Diesel,Manual,Used,7790,105,2017,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,14380,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,15250,95,2021,SkodaFabia
215095,Skoda,Octavia,Diesel,Automatic,Used,6590,140,2011,SkodaOctavia
161000,Skoda,Octavia,Gasoline,Manual,Used,6680,122,2011,SkodaOctavia
84757,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8380,105,2014,SkodaRapid/Spaceback
245000,Skoda,Octavia,Diesel,Automatic,Used,8500,150,2014,SkodaOctavia
53000,Skoda,Fabia,Gasoline,Manual,Used,8000,75,2015,SkodaFabia
176724,Skoda,Octavia,Diesel,Automatic,Used,8200,110,2015,SkodaOctavia
30650,Skoda,Citigo,Gasoline,Manual,Used,7000,75,2016,SkodaCitigo
33168,Skoda,Fabia,Gasoline,Manual,Used,7350,60,2016,SkodaFabia
43160,Skoda,Citigo,Gasoline,Manual,Used,6599,75,2017,SkodaCitigo
196141,Skoda,Rapid/Spaceback,Diesel,Manual,Used,6970,116,2017,SkodaRapid/Spaceback
124890,Skoda,Superb,Diesel,Automatic,Used,17799,150,2018,SkodaSuperb
100,Skoda,Fabia,Gasoline,Manual,Pre-registered,12890,60,2021,SkodaFabia
104000,Skoda,Superb,Diesel,Manual,Used,9990,140,2012,SkodaSuperb
169000,Skoda,Superb,Diesel,Automatic,Used,10600,140,2014,SkodaSuperb
43500,Skoda,Fabia,Gasoline,Manual,Used,10999,110,2014,SkodaFabia
167133,Skoda,Octavia,Diesel,Automatic,Used,10800,150,2016,SkodaOctavia
115125,Skoda,Fabia,Diesel,Manual,Used,8211,75,2018,SkodaFabia
90000,Skoda,Fabia,Diesel,Manual,Used,8690,90,2018,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Employee's car,13400,75,2019,SkodaFabia
12400,Skoda,Fabia,Gasoline,Manual,Used,17440,110,2020,SkodaFabia
1050,Skoda,Fabia,Gasoline,Manual,Pre-registered,14245,95,2021,SkodaFabia
150,Skoda,Fabia,Gasoline,Manual,Pre-registered,14290,95,2021,SkodaFabia
150,Skoda,Fabia,Gasoline,Manual,Pre-registered,14290,95,2021,SkodaFabia
9,Skoda,Fabia,Gasoline,Manual,Employee's car,14390,95,2021,SkodaFabia
9,Skoda,Fabia,Gasoline,Manual,Employee's car,14390,95,2021,SkodaFabia
88200,Skoda,Yeti,LPG,Manual,Used,9500,160,2011,SkodaYeti
100000,Skoda,Octavia,Gasoline,Manual,Used,8980,122,2012,SkodaOctavia
78800,Skoda,Rapid/Spaceback,Diesel,Manual,Used,10450,105,2014,SkodaRapid/Spaceback
59360,Skoda,Yeti,Gasoline,Manual,Used,10470,122,2014,SkodaYeti
57471,Skoda,Octavia,Gasoline,Manual,Used,10450,86,2015,SkodaOctavia
56433,Skoda,Fabia,Gasoline,Manual,Used,10490,90,2015,SkodaFabia
52900,Skoda,Fabia,Gasoline,Manual,Used,9499,90,2016,SkodaFabia
170500,Skoda,Octavia,Diesel,Automatic,Used,9500,110,2016,SkodaOctavia
53438,Skoda,Fabia,Gasoline,Manual,Used,8890,90,2017,SkodaFabia
16435,Skoda,Fabia,Gasoline,Manual,Used,8890,60,2017,SkodaFabia
122277,Skoda,Rapid/Spaceback,Diesel,Manual,Used,8900,116,2017,SkodaRapid/Spaceback
48989,Skoda,Fabia,Gasoline,Manual,Used,8990,60,2017,SkodaFabia
32151,Skoda,Citigo,Gasoline,Manual,Used,8490,60,2018,SkodaCitigo
23315,Skoda,Octavia,Gasoline,Manual,Employee's car,26480,150,2020,SkodaOctavia
170306,Skoda,Fabia,Gasoline,Automatic,Used,4499,105,2011,SkodaFabia
105000,Skoda,Fabia,Gasoline,Manual,Used,4499,69,2011,SkodaFabia
165752,Skoda,Octavia,Diesel,Manual,Used,5288,105,2012,SkodaOctavia
63000,Skoda,Fabia,Gasoline,Manual,Used,6300,60,2014,SkodaFabia
238000,Skoda,Superb,Diesel,Manual,Used,6300,140,2014,SkodaSuperb
90362,Skoda,Citigo,Gasoline,Manual,Used,6350,75,2016,SkodaCitigo
41000,Skoda,Citigo,Gasoline,Manual,Used,6400,60,2016,SkodaCitigo
170306,Skoda,Fabia,Gasoline,Automatic,Used,4499,105,2011,SkodaFabia
105000,Skoda,Fabia,Gasoline,Manual,Used,4499,69,2011,SkodaFabia
101350,Skoda,Fabia,Gasoline,Manual,Used,4950,69,2012,SkodaFabia
121015,Skoda,Fabia,Gasoline,Manual,Used,4990,69,2012,SkodaFabia
74460,Skoda,Citigo,Gasoline,Manual,Used,4990,75,2012,SkodaCitigo
104367,Skoda,Fabia,Gasoline,Manual,Used,5980,86,2013,SkodaFabia
63263,Skoda,Citigo,Gasoline,Manual,Used,6000,75,2014,SkodaCitigo
77159,Skoda,Fabia,Gasoline,Manual,Used,6300,86,2014,SkodaFabia
90362,Skoda,Citigo,Gasoline,Manual,Used,6350,75,2016,SkodaCitigo
68265,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,10980,95,2017,SkodaRapid/Spaceback
131285,Skoda,Octavia,Diesel,Automatic,Used,13480,150,2017,SkodaOctavia
67500,Skoda,Octavia,Gasoline,Automatic,Used,11980,105,2014,SkodaOctavia
89521,Skoda,Octavia,Gasoline,Manual,Used,10980,110,2015,SkodaOctavia
183454,Skoda,Octavia,Diesel,Manual,Used,9490,150,2016,SkodaOctavia
93800,Skoda,Fabia,Diesel,Manual,Used,9499,90,2016,SkodaFabia
73771,Skoda,Fabia,Gasoline,Manual,Used,9680,90,2016,SkodaFabia
88950,Skoda,Rapid/Spaceback,Diesel,Manual,Used,9750,90,2016,SkodaRapid/Spaceback
29700,Skoda,Fabia,Gasoline,Manual,Used,13250,110,2019,SkodaFabia
37378,Skoda,Fabia,Gasoline,Manual,Used,13490,75,2019,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,13950,95,2020,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,14150,95,2020,SkodaFabia
15,Skoda,Fabia,Gasoline,Manual,Used,14490,95,2020,SkodaFabia
500,Skoda,Fabia,Gasoline,Manual,Demonstration,17480,95,2021,SkodaFabia
115717,Skoda,Fabia,Gasoline,Manual,Used,5500,86,2012,SkodaFabia
86092,Skoda,Fabia,Gasoline,Manual,Used,5599,86,2012,SkodaFabia
92750,Skoda,Fabia,Gasoline,Manual,Used,5690,86,2012,SkodaFabia
101383,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,6900,105,2014,SkodaRapid/Spaceback
50300,Skoda,Citigo,Gasoline,Manual,Used,7000,75,2016,SkodaCitigo
14650,Skoda,Octavia,Gasoline,Manual,Used,21890,150,2020,SkodaOctavia
13490,Skoda,Octavia,Gasoline,Manual,Used,21890,150,2020,SkodaOctavia
99860,Skoda,Yeti,Gasoline,Manual,Used,7950,105,2012,SkodaYeti
97500,Skoda,Octavia,Diesel,Manual,Used,9400,105,2013,SkodaOctavia
62000,Skoda,Rapid/Spaceback,Gasoline,Automatic,Used,9650,122,2014,SkodaRapid/Spaceback
103023,Skoda,Octavia,Gasoline,Automatic,Used,9900,105,2014,SkodaOctavia
57500,Skoda,Fabia,Gasoline,Manual,Used,9750,90,2016,SkodaFabia
46045,Skoda,Fabia,Gasoline,Manual,Used,10650,75,2018,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,15690,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,15690,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,15790,95,2021,SkodaFabia
