mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
86500,smart,forTwo,Gasoline,Automatic,Used,4400,71,2011,smartforTwo
75000,smart,forTwo,Gasoline,Automatic,Used,5000,71,2012,smartforTwo
72000,smart,forTwo,Gasoline,Automatic,Used,6900,71,2012,smartforTwo
103000,smart,forTwo,Gasoline,Automatic,Used,5480,71,2012,smartforTwo
72000,smart,forTwo,Gasoline,Automatic,Used,7200,71,2012,smartforTwo
55000,smart,forTwo,Gasoline,Automatic,Used,6199,71,2012,smartforTwo
66000,smart,forTwo,Gasoline,Automatic,Used,6900,84,2012,smartforTwo
30000,smart,forTwo,Gasoline,Automatic,Used,9500,71,2012,smartforTwo
103590,smart,forTwo,Gasoline,Automatic,Used,4990,61,2012,smartforTwo
162000,smart,forTwo,Gasoline,Automatic,Used,3590,71,2012,smartforTwo
116666,smart,forTwo,Diesel,Automatic,Used,4000,54,2012,smartforTwo
89000,smart,forTwo,Gasoline,Automatic,Used,5199,71,2012,smartforTwo
115000,smart,forTwo,Gasoline,Automatic,Used,5300,84,2012,smartforTwo
35000,smart,forTwo,Gasoline,Automatic,Used,4950,61,2012,smartforTwo
81000,smart,forTwo,Gasoline,Manual,Used,3600,61,2012,smartforTwo
66300,smart,forTwo,Gasoline,Semi-automatic,Used,3700,61,2012,smartforTwo
31400,smart,forTwo,Gasoline,Automatic,Used,6490,71,2012,smartforTwo
62000,smart,forTwo,Electric,Automatic,Used,6590,48,2012,smartforTwo
89500,smart,forTwo,Gasoline,Automatic,Used,4300,61,2012,smartforTwo
118000,smart,forTwo,Gasoline,Automatic,Used,4500,71,2012,smartforTwo
57860,smart,forTwo,Gasoline,Automatic,Used,4500,61,2012,smartforTwo
88000,smart,forTwo,Diesel,Automatic,Used,7190,54,2012,smartforTwo
85000,smart,forTwo,Gasoline,Automatic,Used,4599,61,2012,smartforTwo
85000,smart,forTwo,Gasoline,Automatic,Used,4599,61,2012,smartforTwo
85000,smart,forTwo,Gasoline,Automatic,Used,4599,61,2012,smartforTwo
102000,smart,forTwo,Gasoline,Manual,Used,4800,61,2012,smartforTwo
61035,smart,forTwo,Gasoline,Automatic,Used,7250,84,2012,smartforTwo
30600,smart,forTwo,Gasoline,Automatic,Used,6000,84,2012,smartforTwo
72500,smart,forTwo,Gasoline,Automatic,Used,6300,71,2012,smartforTwo
60000,smart,forTwo,Gasoline,Manual,Used,4900,84,2012,smartforTwo
84000,smart,forTwo,Gasoline,Automatic,Used,7890,84,2013,smartforTwo
51950,smart,forTwo,Gasoline,Automatic,Used,5750,71,2013,smartforTwo
49666,smart,forTwo,Gasoline,Automatic,Used,5790,71,2013,smartforTwo
60100,smart,forTwo,Gasoline,Manual,Used,6350,71,2013,smartforTwo
39900,smart,forTwo,Gasoline,Automatic,Used,6589,84,2013,smartforTwo
61000,smart,forTwo,Gasoline,Manual,Used,6899,84,2013,smartforTwo
43400,smart,forTwo,Gasoline,Semi-automatic,Used,6900,71,2013,smartforTwo
34800,smart,forTwo,Gasoline,Semi-automatic,Used,6990,71,2013,smartforTwo
120000,smart,forTwo,Gasoline,Semi-automatic,Used,4490,71,2013,smartforTwo
95000,smart,forTwo,Gasoline,Automatic,Used,4499,71,2013,smartforTwo
63431,smart,forTwo,Gasoline,Automatic,Used,5000,71,2013,smartforTwo
100000,smart,forTwo,Gasoline,Automatic,Used,4700,71,2013,smartforTwo
99000,smart,forTwo,Gasoline,Automatic,Used,5490,71,2013,smartforTwo
75500,smart,forTwo,Gasoline,Automatic,Used,5850,71,2013,smartforTwo
59000,smart,forTwo,Gasoline,Automatic,Used,6325,71,2013,smartforTwo
37520,smart,forTwo,Gasoline,Automatic,Used,5999,71,2013,smartforTwo
67491,smart,forTwo,Gasoline,Automatic,Used,6579,71,2013,smartforTwo
63000,smart,forTwo,Electric,Automatic,Used,6590,75,2013,smartforTwo
49000,smart,forTwo,Gasoline,Automatic,Used,6800,71,2013,smartforTwo
83000,smart,forTwo,Electric,Automatic,Used,6450,75,2013,smartforTwo
27000,smart,forTwo,Electric,Automatic,Used,6490,48,2013,smartforTwo
74890,smart,forTwo,Gasoline,Manual,Used,4400,71,2013,smartforTwo
53085,smart,forTwo,Gasoline,Automatic,Used,7286,84,2013,smartforTwo
15000,smart,forTwo,Gasoline,Automatic,Used,7490,71,2013,smartforTwo
62120,smart,forTwo,Gasoline,Automatic,Used,8159,71,2013,smartforTwo
66166,smart,forTwo,Gasoline,Automatic,Used,5330,61,2013,smartforTwo
44790,smart,forTwo,Gasoline,Automatic,Used,5490,71,2013,smartforTwo
43450,smart,forTwo,Gasoline,Automatic,Used,8888,71,2013,smartforTwo
67000,smart,forTwo,Gasoline,Automatic,Used,6199,71,2014,smartforTwo
24514,smart,forTwo,Gasoline,Automatic,Used,6300,61,2014,smartforTwo
46113,smart,forTwo,Gasoline,Automatic,Used,8480,84,2014,smartforTwo
32216,smart,forFour,Gasoline,Manual,Used,6400,71,2014,smartforFour
80500,smart,forTwo,Gasoline,Manual,Used,6590,90,2014,smartforTwo
35000,smart,forTwo,Gasoline,Automatic,Used,6990,71,2014,smartforTwo
33900,smart,forTwo,Electric,Automatic,Used,9599,48,2014,smartforTwo
15200,smart,forTwo,Electric,Automatic,Used,8790,48,2014,smartforTwo
55000,smart,forTwo,Electric,Automatic,Used,4950,75,2014,smartforTwo
107700,smart,forTwo,Gasoline,Automatic,Used,4998,61,2014,smartforTwo
89000,smart,forTwo,Gasoline,Automatic,Used,4999,71,2014,smartforTwo
32124,smart,forTwo,Electric,Automatic,Used,5990,48,2014,smartforTwo
62514,smart,forTwo,Gasoline,Automatic,Used,6358,71,2014,smartforTwo
75000,smart,forTwo,Gasoline,Automatic,Used,7350,71,2014,smartforTwo
38700,smart,forTwo,Gasoline,Automatic,Used,7450,71,2014,smartforTwo
59000,smart,forTwo,Gasoline,Automatic,Used,6950,71,2014,smartforTwo
76329,smart,forTwo,Gasoline,Manual,Used,4900,61,2014,smartforTwo
88325,smart,forTwo,Gasoline,Manual,Used,5100,71,2014,smartforTwo
37411,smart,forFour,Gasoline,Manual,Used,7500,71,2014,smartforFour
34000,smart,forTwo,Gasoline,Manual,Used,5900,71,2015,smartforTwo
66500,smart,forFour,Gasoline,Manual,Used,6590,71,2015,smartforFour
32600,smart,forTwo,Gasoline,Manual,Used,6790,90,2015,smartforTwo
55200,smart,forTwo,Gasoline,Automatic,Used,6799,61,2015,smartforTwo
40900,smart,forFour,Gasoline,Manual,Used,6950,71,2015,smartforFour
9700,smart,forTwo,Gasoline,Automatic,Used,12500,84,2015,smartforTwo
32500,smart,forFour,Gasoline,Manual,Used,7500,71,2015,smartforFour
40222,smart,forTwo,Gasoline,Automatic,Used,13480,90,2015,smartforTwo
9602,smart,forTwo,Gasoline,Automatic,Used,9900,71,2015,smartforTwo
56797,smart,forFour,Gasoline,Manual,Used,7785,71,2015,smartforFour
69909,smart,forTwo,Gasoline,Automatic,Used,10090,90,2015,smartforTwo
26700,smart,forTwo,Gasoline,Automatic,Used,10250,90,2015,smartforTwo
26700,smart,forTwo,Gasoline,Automatic,Used,10250,90,2015,smartforTwo
70000,smart,forTwo,Gasoline,Automatic,Used,7990,71,2015,smartforTwo
33600,smart,forTwo,Gasoline,Automatic,Used,7999,71,2015,smartforTwo
15000,smart,forFour,Gasoline,Manual,Used,8399,71,2015,smartforFour
53125,smart,forTwo,Gasoline,Automatic,Used,8490,90,2015,smartforTwo
83418,smart,forTwo,Gasoline,Automatic,Used,6700,61,2015,smartforTwo
66000,smart,forTwo,Gasoline,Automatic,Used,8770,71,2015,smartforTwo
39000,smart,forTwo,Gasoline,Automatic,Used,8790,71,2015,smartforTwo
51700,smart,forFour,Gasoline,Manual,Used,6699,71,2015,smartforFour
35000,smart,forFour,Gasoline,Manual,Used,6800,71,2015,smartforFour
81625,smart,forFour,Gasoline,Manual,Used,7790,90,2015,smartforFour
44000,smart,forFour,Gasoline,Manual,Used,6400,71,2015,smartforFour
34490,smart,forTwo,Electric,Automatic,Used,6490,75,2015,smartforTwo
44300,smart,forFour,Gasoline,Manual,Used,6795,71,2015,smartforFour
57891,smart,forTwo,Gasoline,Automatic,Used,8000,71,2015,smartforTwo
24610,smart,forFour,Gasoline,Manual,Used,6950,71,2015,smartforFour
29000,smart,forFour,Gasoline,Manual,Used,8600,90,2015,smartforFour
57000,smart,forFour,Gasoline,Manual,Used,8690,71,2015,smartforFour
33150,smart,forFour,Gasoline,Manual,Used,7000,71,2015,smartforFour
30000,smart,forTwo,Gasoline,Automatic,Used,9490,90,2015,smartforTwo
36016,smart,forTwo,Gasoline,Automatic,Used,9695,71,2015,smartforTwo
41756,smart,forTwo,Gasoline,Manual,Used,7919,71,2016,smartforTwo
59039,smart,forFour,Gasoline,Manual,Used,7929,90,2016,smartforFour
44980,smart,forTwo,Gasoline,Automatic,Used,9900,90,2016,smartforTwo
31200,smart,forTwo,Gasoline,Automatic,Used,10200,71,2016,smartforTwo
19900,smart,forFour,Gasoline,Automatic,Used,10400,90,2016,smartforFour
45811,smart,forTwo,Gasoline,Automatic,Used,10415,71,2016,smartforTwo
29794,smart,forTwo,Gasoline,Automatic,Used,10450,90,2016,smartforTwo
45590,smart,forTwo,Gasoline,Automatic,Used,10495,71,2016,smartforTwo
25500,smart,forFour,Gasoline,Automatic,Used,8500,90,2016,smartforFour
8147,smart,forFour,Gasoline,Manual,Used,8500,71,2016,smartforFour
44714,smart,forFour,Gasoline,Automatic,Used,10690,90,2016,smartforFour
36986,smart,forTwo,Gasoline,Automatic,Used,10895,90,2016,smartforTwo
21104,smart,forTwo,Gasoline,Automatic,Used,9490,71,2016,smartforTwo
25179,smart,forFour,Gasoline,Manual,Used,9100,90,2016,smartforFour
38369,smart,forTwo,Gasoline,Automatic,Used,12195,90,2016,smartforTwo
19666,smart,forFour,Gasoline,Automatic,Used,9999,71,2016,smartforFour
39800,smart,forTwo,Gasoline,Manual,Used,7300,71,2016,smartforTwo
88230,smart,forFour,Gasoline,Manual,Used,7380,90,2016,smartforFour
73000,smart,forTwo,Gasoline,Automatic,Used,11250,90,2016,smartforTwo
22000,smart,forTwo,Gasoline,Automatic,Used,12350,90,2016,smartforTwo
35000,smart,forTwo,Gasoline,Automatic,Used,12450,90,2016,smartforTwo
29630,smart,forTwo,Gasoline,Manual,Used,7750,71,2016,smartforTwo
39000,smart,forTwo,Gasoline,Manual,Used,8650,90,2016,smartforTwo
39000,smart,forTwo,Gasoline,Manual,Used,8950,90,2016,smartforTwo
41500,smart,forTwo,Gasoline,Automatic,Used,9900,90,2016,smartforTwo
20616,smart,forTwo,Gasoline,Manual,Used,7999,71,2017,smartforTwo
57000,smart,forTwo,Gasoline,Automatic,Used,8590,71,2017,smartforTwo
10589,smart,forTwo,Gasoline,Automatic,Used,8990,71,2017,smartforTwo
14004,smart,forTwo,Electric,Automatic,Used,8990,82,2017,smartforTwo
28775,smart,forFour,Gasoline,Manual,Used,8990,71,2017,smartforFour
80000,smart,forFour,Gasoline,Automatic,Used,9000,61,2017,smartforFour
40205,smart,forTwo,Gasoline,Automatic,Used,9690,71,2017,smartforTwo
35400,smart,forTwo,Gasoline,Manual,Used,7777,71,2017,smartforTwo
64266,smart,forTwo,Gasoline,Automatic,Used,10100,71,2017,smartforTwo
21440,smart,forFour,Gasoline,Manual,Used,7990,71,2017,smartforFour
30142,smart,forTwo,Gasoline,Automatic,Used,10980,71,2017,smartforTwo
43086,smart,forTwo,Gasoline,Automatic,Used,8500,71,2017,smartforTwo
13009,smart,forTwo,Gasoline,Automatic,Used,11466,71,2017,smartforTwo
12800,smart,forTwo,Electric,Automatic,Used,8900,82,2017,smartforTwo
92000,smart,forTwo,Gasoline,Automatic,Used,7490,71,2017,smartforTwo
14500,smart,forFour,Gasoline,Automatic,Used,11480,90,2017,smartforFour
28000,smart,forFour,Gasoline,Automatic,Used,11990,90,2017,smartforFour
15000,smart,forTwo,Gasoline,Automatic,Used,11999,90,2017,smartforTwo
29000,smart,forTwo,Gasoline,Automatic,Used,12399,90,2017,smartforTwo
56000,smart,forTwo,Gasoline,Automatic,Used,12950,90,2017,smartforTwo
26000,smart,forTwo,Gasoline,Automatic,Used,13999,90,2017,smartforTwo
30415,smart,forTwo,Electric,Automatic,Used,14290,82,2017,smartforTwo
32877,smart,forTwo,Gasoline,Automatic,Used,11900,90,2017,smartforTwo
53000,smart,forFour,Gasoline,Manual,Used,7987,71,2018,smartforFour
19840,smart,forTwo,Gasoline,Manual,Used,8000,71,2018,smartforTwo
7300,smart,forTwo,Gasoline,Manual,Used,8900,71,2018,smartforTwo
25400,smart,forTwo,Gasoline,Automatic,Used,9480,71,2018,smartforTwo
7195,smart,forTwo,Gasoline,Automatic,Used,9690,71,2018,smartforTwo
8420,smart,forTwo,Gasoline,Automatic,Used,9990,71,2018,smartforTwo
20359,smart,forTwo,Electric,Automatic,Used,9990,82,2018,smartforTwo
7454,smart,forTwo,Gasoline,Manual,Used,10100,71,2018,smartforTwo
24100,smart,forTwo,Gasoline,Automatic,Used,10995,71,2018,smartforTwo
35840,smart,forTwo,Gasoline,Automatic,Used,12250,90,2018,smartforTwo
21700,smart,forTwo,Gasoline,Manual,Used,7990,71,2018,smartforTwo
35986,smart,forTwo,Gasoline,Automatic,Used,12870,71,2018,smartforTwo
25999,smart,forTwo,Gasoline,Automatic,Used,12999,90,2018,smartforTwo
21000,smart,forTwo,Gasoline,Automatic,Used,8999,71,2018,smartforTwo
31677,smart,forTwo,Gasoline,Automatic,Used,13569,90,2018,smartforTwo
44000,smart,forTwo,Gasoline,Automatic,Used,11100,90,2018,smartforTwo
48600,smart,forTwo,Gasoline,Automatic,Used,13779,90,2018,smartforTwo
30133,smart,forTwo,Gasoline,Automatic,Used,13790,71,2018,smartforTwo
11700,smart,forTwo,Gasoline,Automatic,Used,13800,90,2018,smartforTwo
17313,smart,forTwo,Gasoline,Automatic,Used,13890,71,2018,smartforTwo
11000,smart,forTwo,Gasoline,Automatic,Used,11480,71,2018,smartforTwo
17000,smart,forFour,Gasoline,Automatic,Used,12900,90,2018,smartforFour
18415,smart,forTwo,Gasoline,Automatic,Used,13890,90,2018,smartforTwo
32000,smart,forTwo,Gasoline,Automatic,Used,13999,90,2018,smartforTwo
18415,smart,forTwo,Electric,Automatic,Used,14870,82,2018,smartforTwo
75000,smart,forTwo,Gasoline,Manual,Used,8299,71,2018,smartforTwo
18900,smart,forFour,Gasoline,Automatic,Used,10390,90,2018,smartforFour
25432,smart,forTwo,Gasoline,Manual,Used,9690,71,2019,smartforTwo
13996,smart,forTwo,Gasoline,Manual,Used,9690,71,2019,smartforTwo
23651,smart,forTwo,Gasoline,Manual,Used,9690,71,2019,smartforTwo
15825,smart,forTwo,Gasoline,Manual,Used,9990,71,2019,smartforTwo
26586,smart,forTwo,Gasoline,Manual,Used,9990,71,2019,smartforTwo
15279,smart,forTwo,Gasoline,Manual,Used,10290,71,2019,smartforTwo
13005,smart,forTwo,Gasoline,Manual,Used,10390,71,2019,smartforTwo
13871,smart,forFour,Gasoline,Manual,Used,10480,90,2019,smartforFour
25622,smart,forTwo,Gasoline,Automatic,Used,10990,71,2019,smartforTwo
23305,smart,forFour,Gasoline,Manual,Used,10990,90,2019,smartforFour
6180,smart,forFour,Gasoline,Automatic,Used,11330,71,2019,smartforFour
17914,smart,forFour,Electric,Automatic,Used,11590,82,2019,smartforFour
13538,smart,forFour,Gasoline,Automatic,Used,11980,71,2019,smartforFour
18033,smart,forFour,Gasoline,Manual,Used,11990,90,2019,smartforFour
9901,smart,forTwo,Gasoline,Automatic,Used,12235,71,2019,smartforTwo
7296,smart,forFour,Electric,Automatic,Used,12290,82,2019,smartforFour
98939,smart,forFour,Gasoline,Manual,Used,6799,71,2019,smartforFour
21000,smart,forTwo,Gasoline,Automatic,Used,12665,90,2019,smartforTwo
17061,smart,forTwo,Electric,Automatic,Used,12678,56,2019,smartforTwo
10739,smart,forTwo,Gasoline,Automatic,Used,12890,90,2019,smartforTwo
14550,smart,forFour,Gasoline,Manual,Used,12900,71,2019,smartforFour
24430,smart,forTwo,Gasoline,Manual,Used,9490,71,2019,smartforTwo
23037,smart,forFour,Gasoline,Manual,Used,9550,71,2019,smartforFour
15516,smart,forTwo,Gasoline,Automatic,Used,9990,71,2019,smartforTwo
11821,smart,forTwo,Gasoline,Manual,Used,9990,71,2019,smartforTwo
20000,smart,forFour,Gasoline,Automatic,Used,12980,90,2019,smartforFour
20364,smart,forFour,Gasoline,Automatic,Used,13190,90,2019,smartforFour
5730,smart,forTwo,Gasoline,Manual,Used,13250,71,2019,smartforTwo
19414,smart,forTwo,Gasoline,Automatic,Used,13300,90,2019,smartforTwo
9211,smart,forFour,Gasoline,Automatic,Used,13370,90,2019,smartforFour
8206,smart,forTwo,Electric,Automatic,Used,13390,82,2019,smartforTwo
14576,smart,forTwo,Gasoline,Automatic,Used,13500,90,2019,smartforTwo
16863,smart,forTwo,Gasoline,Automatic,Used,13690,71,2019,smartforTwo
19248,smart,forTwo,Gasoline,Automatic,Used,13890,90,2019,smartforTwo
13456,smart,forTwo,Gasoline,Automatic,Used,13950,90,2019,smartforTwo
3155,smart,forTwo,Electric,Automatic,Used,13970,82,2019,smartforTwo
41555,smart,forTwo,Gasoline,Manual,Used,9999,71,2019,smartforTwo
16730,smart,forTwo,Gasoline,Automatic,Used,14300,71,2019,smartforTwo
24000,smart,forFour,Gasoline,Automatic,Used,12599,90,2019,smartforFour
19450,smart,forTwo,Gasoline,Automatic,Used,12880,71,2019,smartforTwo
9433,smart,forTwo,Gasoline,Manual,Used,10490,71,2019,smartforTwo
18460,smart,forTwo,Gasoline,Automatic,Used,14450,90,2019,smartforTwo
7985,smart,forTwo,Electric,Automatic,Used,14498,56,2019,smartforTwo
13018,smart,forTwo,Gasoline,Automatic,Used,14590,90,2019,smartforTwo
17041,smart,forFour,Gasoline,Automatic,Used,14590,90,2019,smartforFour
10706,smart,forTwo,Gasoline,Automatic,Used,14690,71,2019,smartforTwo
32985,smart,forTwo,Gasoline,Automatic,Used,13670,90,2019,smartforTwo
3000,smart,forTwo,Gasoline,Automatic,Used,13900,71,2019,smartforTwo
3165,smart,forFour,Gasoline,Automatic,Employee's car,14570,90,2019,smartforFour
15924,smart,forFour,Gasoline,Automatic,Used,14660,90,2019,smartforFour
7000,smart,forTwo,Electric,Automatic,Used,15500,82,2019,smartforTwo
20776,smart,forTwo,Gasoline,Automatic,Used,15660,90,2019,smartforTwo
16000,smart,forTwo,Gasoline,Automatic,Demonstration,15690,90,2019,smartforTwo
27840,smart,forFour,Gasoline,Automatic,Used,15790,90,2019,smartforFour
18200,smart,forTwo,Gasoline,Automatic,Employee's car,15790,90,2019,smartforTwo
31529,smart,forFour,Gasoline,Manual,Used,9122,90,2019,smartforFour
2000,smart,forFour,Electric,Automatic,Employee's car,12990,82,2020,smartforFour
299900,BMW,118,Diesel,Manual,Used,7950,143,2012,BMW118
133500,BMW,118,Diesel,Manual,Used,7980,143,2012,BMW118
150000,BMW,118,Diesel,Manual,Used,7999,143,2012,BMW118
214000,BMW,320,Diesel,Automatic,Used,8199,184,2012,BMW320
239211,BMW,520,Diesel,Automatic,Used,8990,184,2013,BMW520
149786,BMW,116,Gasoline,Manual,Used,8999,136,2014,BMW116
27500,BMW,320,Diesel,Automatic,Used,30675,190,2019,BMW320
261000,BMW,320,Diesel,Automatic,Used,8000,184,2012,BMW320
147000,BMW,320,Diesel,Manual,Used,13999,190,2016,BMW320
210000,BMW,530,Diesel,Automatic,Used,19900,258,2016,BMW530
93500,BMW,520,Diesel,Automatic,Used,23999,184,2016,BMW520
93500,BMW,520,Diesel,Automatic,Used,23999,184,2016,BMW520
51050,BMW,520,Diesel,Automatic,Used,33990,190,2018,BMW520
110998,BMW,320,Gasoline,Manual,Used,7999,170,2011,BMW320
108854,BMW,116,Gasoline,Manual,Used,10490,136,2014,BMW116
88730,BMW,520,Diesel,Automatic,Used,23860,190,2017,BMW520
42164,BMW,320,Gasoline,Automatic,Used,24320,184,2017,BMW320
41620,BMW,520,Diesel,Manual,Used,24450,190,2017,BMW520
64648,BMW,320,Diesel,Automatic,Used,18950,190,2018,BMW320
102150,BMW,318,Diesel,Automatic,Used,18950,150,2018,BMW318
18800,BMW,X1,Diesel,Automatic,Used,38950,231,2021,BMWX1
96000,BMW,116,Gasoline,Manual,Used,6450,122,2011,BMW116
208011,BMW,118,Diesel,Manual,Used,6999,143,2012,BMW118
68895,BMW,520,Diesel,Automatic,Used,30450,190,2019,BMW520
18056,BMW,320,Gasoline,Automatic,Used,30900,184,2019,BMW320
21870,BMW,320,Gasoline,Automatic,Used,30900,184,2019,BMW320
24950,BMW,320,Gasoline,Automatic,Used,30945,184,2019,BMW320
26249,BMW,320,Diesel,Automatic,Used,32750,190,2019,BMW320
50,BMW,320,Gasoline,Automatic,Used,33950,184,2020,BMW320
178420,BMW,116,Diesel,Manual,Used,7000,116,2011,BMW116
125700,BMW,118,Gasoline,Manual,Used,7099,143,2011,BMW118
126075,BMW,118,Gasoline,Manual,Used,7500,143,2011,BMW118
217000,BMW,X1,Diesel,Automatic,Used,7500,143,2011,BMWX1
181800,BMW,318,Diesel,Automatic,Used,9350,143,2013,BMW318
140000,BMW,116,Diesel,Manual,Used,9450,116,2013,BMW116
85700,BMW,116,Gasoline,Manual,Used,11000,109,2015,BMW116
168000,BMW,318,Gasoline,Manual,Used,8430,143,2011,BMW318
93000,BMW,116,Gasoline,Manual,Used,8900,136,2013,BMW116
233237,BMW,318,Gasoline,Manual,Used,4590,143,2012,BMW318
31700,BMW,X3,Diesel,Automatic,Used,31480,190,2017,BMWX3
78000,BMW,520,Gasoline,Automatic,Used,27480,184,2018,BMW520
11200,BMW,116,Gasoline,Manual,Used,18380,109,2019,BMW116
182863,BMW,318,Diesel,Automatic,Used,8300,143,2011,BMW318
119124,BMW,318,Gasoline,Manual,Used,8649,143,2011,BMW318
142800,BMW,320,Diesel,Manual,Used,8900,184,2011,BMW320
100450,BMW,116,Gasoline,Manual,Used,8999,136,2012,BMW116
107000,BMW,116,Gasoline,Manual,Used,9000,136,2012,BMW116
83500,BMW,116,Gasoline,Manual,Used,10000,136,2013,BMW116
260000,BMW,318,Diesel,Manual,Used,4499,143,2011,BMW318
167000,BMW,118,Diesel,Manual,Used,6400,143,2013,BMW118
65500,BMW,X3,Gasoline,Automatic,Used,27630,184,2017,BMWX3
68744,BMW,530,Diesel,Automatic,Used,27950,265,2017,BMW530
37704,BMW,X1,Diesel,Automatic,Used,28860,231,2017,BMWX1
65450,BMW,520,Diesel,Automatic,Used,29550,190,2017,BMW520
58112,BMW,X3,Gasoline,Automatic,Used,29930,245,2017,BMWX3
70315,BMW,X3,Diesel,Automatic,Used,30950,313,2017,BMWX3
142485,BMW,520,Diesel,Automatic,Used,20820,190,2018,BMW520
84291,BMW,X1,Diesel,Manual,Used,21400,150,2018,BMWX1
54964,BMW,X1,Gasoline,Automatic,Used,22690,140,2018,BMWX1
54086,BMW,318,Diesel,Automatic,Used,23430,150,2018,BMW318
73064,BMW,320,Diesel,Automatic,Used,28400,190,2019,BMW320
56664,BMW,320,Diesel,Automatic,Used,29800,190,2019,BMW320
49906,BMW,520,Diesel,Automatic,Used,29860,190,2019,BMW520
17800,BMW,320,Gasoline,Automatic,Used,30900,184,2019,BMW320
129207,BMW,118,Gasoline,Manual,Used,6500,143,2011,BMW118
219000,BMW,318,Diesel,Manual,Used,8700,143,2013,BMW318
193000,BMW,318,Diesel,Manual,Used,6200,143,2011,BMW318
150000,BMW,116,Gasoline,Manual,Used,6400,122,2011,BMW116
316297,BMW,320,Diesel,Automatic,Used,6900,184,2012,BMW320
173000,BMW,116,Diesel,Manual,Used,7900,116,2014,BMW116
52509,BMW,116,Diesel,Manual,Used,13450,116,2018,BMW116
23722,BMW,530,Diesel,Automatic,Used,37945,265,2019,BMW530
23092,BMW,X3,Diesel,Automatic,Used,44900,190,2019,BMWX3
8207,BMW,520,Gasoline,Automatic,Used,36500,184,2020,BMW520
9300,BMW,520,Diesel,Automatic,Used,40500,190,2020,BMW520
70000,BMW,116,Gasoline,Manual,Used,7600,122,2011,BMW116
170000,BMW,116,Gasoline,Manual,Used,7800,136,2011,BMW116
73774,BMW,118,Diesel,Manual,Used,7900,143,2011,BMW118
131450,BMW,116,Gasoline,Manual,Used,7990,136,2011,BMW116
215000,BMW,520,Diesel,Automatic,Used,7999,184,2011,BMW520
107000,BMW,320,Gasoline,Manual,Used,9000,170,2012,BMW320
124702,BMW,X1,Diesel,Manual,Used,9987,116,2013,BMWX1
69000,BMW,116,Gasoline,Manual,Used,9989,136,2013,BMW116
178000,BMW,116,Diesel,Manual,Used,10500,116,2014,BMW116
191999,BMW,318,Diesel,Manual,Used,11500,143,2015,BMW318
23000,BMW,X1,Gasoline,Automatic,Used,24490,140,2018,BMWX1
97000,BMW,530,Diesel,Automatic,Used,28790,265,2018,BMW530
211000,BMW,520,Diesel,Manual,Used,9300,184,2011,BMW520
85311,BMW,520,Diesel,Automatic,Used,29490,190,2018,BMW520
49800,BMW,520,Diesel,Automatic,Used,29500,190,2018,BMW520
41400,BMW,520,Diesel,Automatic,Used,31900,190,2018,BMW520
28400,BMW,118,Gasoline,Manual,Used,21480,136,2019,BMW118
22000,BMW,X1,Diesel,Manual,Used,26780,150,2019,BMWX1
119088,BMW,118,Gasoline,Manual,Used,8999,143,2011,BMW118
150000,BMW,X1,Diesel,Manual,Used,10690,143,2013,BMWX1
86983,BMW,116,Diesel,Manual,Used,10990,116,2013,BMW116
61500,BMW,116,Gasoline,Manual,Used,11450,136,2014,BMW116
240000,BMW,118,Diesel,Manual,Used,4700,143,2011,BMW118
47380,BMW,530,Gasoline,Automatic,Used,31940,252,2017,BMW530
78481,BMW,X3,Diesel,Automatic,Used,33990,258,2017,BMWX3
63393,BMW,530,Diesel,Automatic,Used,34860,265,2017,BMW530
71526,BMW,X3,Diesel,Automatic,Used,35950,265,2017,BMWX3
66211,BMW,530,Diesel,Automatic,Used,36860,265,2017,BMW530
56770,BMW,X1,Gasoline,Automatic,Used,23860,140,2018,BMWX1
69863,BMW,X1,Diesel,Automatic,Used,24290,150,2018,BMWX1
57008,BMW,320,Diesel,Manual,Used,24430,190,2018,BMW320
43820,BMW,X1,Diesel,Automatic,Used,24430,150,2018,BMWX1
27855,BMW,320,Diesel,Automatic,Used,25420,190,2018,BMW320
24850,BMW,320,Gasoline,Automatic,Used,30990,184,2019,BMW320
24600,BMW,X1,Diesel,Automatic,Used,33500,190,2019,BMWX1
21400,BMW,X1,Diesel,Automatic,Used,34250,190,2019,BMWX1
17850,BMW,320,Diesel,Automatic,Used,34490,190,2019,BMW320
24712,BMW,X1,Gasoline,Automatic,Used,34830,192,2019,BMWX1
20800,BMW,320,Diesel,Automatic,Used,35400,190,2019,BMW320
15500,BMW,320,Diesel,Automatic,Used,35700,190,2019,BMW320
28612,BMW,530,Electric/Gasoline,Automatic,Used,35860,184,2019,BMW530
104664,BMW,116,Gasoline,Automatic,Used,7940,136,2012,BMW116
212000,BMW,318,Diesel,Manual,Used,9350,143,2014,BMW318
212000,BMW,320,Diesel,Manual,Used,6700,163,2011,BMW320
25905,BMW,X3,Diesel,Automatic,Used,44900,190,2020,BMWX3
190000,BMW,318,Diesel,Manual,Used,8000,143,2011,BMW318
175000,BMW,320,Diesel,Manual,Used,8400,184,2011,BMW320
140350,BMW,X1,Diesel,Manual,Used,9950,143,2012,BMWX1
125000,BMW,318,Diesel,Automatic,Used,9990,143,2012,BMW318
181000,BMW,318,Diesel,Manual,Used,10690,143,2013,BMW318
93000,BMW,116,Diesel,Manual,Used,10690,116,2014,BMW116
92000,BMW,116,Diesel,Manual,Used,10699,116,2014,BMW116
